Appendage,Gene,Name,Category,LFC_sex,padj_sex,Sex_bias,LFC_mating,padj_mating,GO_Domain,GO_Name,Chemosensory_family,Dmel_hit,Dmel_gene_symbol,Dmel_protein_description,Dmel_evalue,Dmel_pct_aa_identity,Dmel_query_coverage_pct,Dmel_bitscore,NCBI_gene_name
Maxillary palp,XM_038068214.1,adult cuticle protein 1-like,Mating-regulated only,-0.638499377,0.730725226,NA,-5.423486503,7.57663782518759e-07,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,1.33e-16,42.8,81.7,73.2,adult cuticle protein 1-like
Maxillary palp,XM_038068962.1,protein takeout-like,Mating-regulated only,-0.780863431,2.4e-10,NA,-1.423402094,1.99509079366758e-34,Unknown,Unknown,NA,TRUE,NP_001014600.1| juvenile hormone binding protein 6,"NP_001014600.1| juvenile hormone binding protein 6, isoform B",1.87e-86,48.1,70,263.8,protein takeout-like
Maxillary palp,XM_038070077.1,uncharacterized LOC119660989,Mating-regulated only,0.996859701,0.000199378,NA,-1.207245697,9.57679794011277e-07,Unknown,Unknown,NA,FALSE,,BLAST error: <urlopen error [Errno 101] Network is unreachable>,,,,,uncharacterized LOC119660989
Maxillary palp,XM_038070142.1,adult cuticle protein 1-like,Mating-regulated only,-0.389320769,0.482637337,NA,-4.242333831,1.88612905509839e-28,Unknown,Unknown,NA,TRUE,NP_477115.1| adult cuticle protein 1,NP_477115.1| adult cuticle protein 1,8.20e-17,49.7,70.6,74.3,adult cuticle protein 1-like
Maxillary palp,XM_038070461.1,adult cuticle protein 1-like,Mating-regulated only,-0.976310422,0.007244953,NA,-2.899814277,2.00708090582207e-05,Unknown,Unknown,NA,TRUE,AAM29629.1| RH70420p,AAM29629.1| RH70420p,7.74e-18,45,66.1,77.4,adult cuticle protein 1-like
Maxillary palp,XM_038070466.1,adult cuticle protein 1-like,Mating-regulated only,-1.288034994,0.004860102,NA,-5.740941882,1.26864457756718e-08,Unknown,Unknown,NA,TRUE,AAM29629.1| RH70420p,AAM29629.1| RH70420p,2.68e-17,46.2,78.8,75.9,adult cuticle protein 1-like
Tarsi,XM_038070449.1,adult cuticle protein 1-like,Sex-dimorphic only,3.480558856,3.8082799746637e-141,Female-biased,-0.157938469,0.848980263,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,3.56e-09,69.4,22.5,53.1,adult cuticle protein 1-like
Tarsi,XM_038070612.1,uncharacterized LOC119661316,Sex-dimorphic only,-3.396348301,8.0736866760664e-05,Male-biased,2.4091695,0.018371396,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119661316
Tarsi,XM_038070450.1,adult cuticle protein 1-like,Sex-dimorphic only,2.966399255,1.8258050858079e-70,Female-biased,-0.34318909,0.659638355,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,5.01e-11,75,24.1,57.8,adult cuticle protein 1-like
Tarsi,XM_038070448.1,adult cuticle protein 1-like,Sex-dimorphic only,2.784888665,4.33997289716457e-43,Female-biased,-0.477084643,0.539801184,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,1.54e-10,75,21.4,57,adult cuticle protein 1-like
Tarsi,XM_038056690.1,A-kinase anchor protein 14-like,Sex-and-mating-regulated: direction reversed by mating,2.772157622,4.96958358927404e-17,Female-biased,-2.842223731,0.000100168,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,A-kinase anchor protein 14-like
Tarsi,XM_038061282.1,uncharacterized LOC119655400,Sex-dimorphic only,-2.732643867,2.48255027383072e-07,Male-biased,0.263241845,0.567714438,Unknown,Unknown,NA,TRUE,NP_648610.1| uncharacterized protein Dmel_CG14120,NP_648610.1| uncharacterized protein Dmel_CG14120,3.70e-06,29.8,25.8,50.8,uncharacterized LOC119655400
Tarsi,XM_038054158.1,uncharacterized protein DDB_G0271670,Sex-and-mating-regulated: direction reversed by mating,-2.564395727,4.98158066975298e-21,Male-biased,1.27662901,1.6807478940765e-07,Unknown,Unknown,NA,TRUE,NP_724177.1| fondue,"NP_724177.1| fondue, isoform A",1.30e-15,42.7,14,81.6,uncharacterized protein DDB_G0271670
Tarsi,XM_038054159.1,uncharacterized protein DDB_G0271670,Sex-and-mating-regulated: direction reversed by mating,-2.564395727,4.98158066975298e-21,Male-biased,1.27662901,1.6807478940765e-07,Unknown,Unknown,NA,TRUE,NP_001260570.1| fondue,"NP_001260570.1| fondue, isoform D",1.29e-15,42.7,14.1,81.6,uncharacterized protein DDB_G0271670
Tarsi,XM_038054160.1,uncharacterized protein DDB_G0271670,Sex-and-mating-regulated: direction reversed by mating,-2.564395727,4.98158066975298e-21,Male-biased,1.27662901,1.6807478940765e-07,Unknown,Unknown,NA,TRUE,NP_724177.1| fondue,"NP_724177.1| fondue, isoform A",1.31e-15,42.7,14.1,81.6,uncharacterized protein DDB_G0271670
Tarsi,XM_038054161.1,uncharacterized protein DDB_G0271670,Sex-and-mating-regulated: direction reversed by mating,-2.564395727,4.98158066975298e-21,Male-biased,1.27662901,1.6807478940765e-07,Unknown,Unknown,NA,TRUE,NP_724177.1| fondue,"NP_724177.1| fondue, isoform A",1.15e-15,42.7,15.2,81.6,uncharacterized protein DDB_G0271670
Tarsi,XM_038056692.1,A-kinase anchor protein 14-like,Sex-and-mating-regulated: direction reversed by mating,2.55846078,2.08497801633831e-14,Female-biased,-2.73470999,7.69047738299734e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,A-kinase anchor protein 14-like
Tarsi,XM_038056688.1,larval cuticle protein F1-like,Sex-and-mating-regulated: direction reversed by mating,2.501441838,0.00017996,Female-biased,-2.698609745,0.000321797,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,larval cuticle protein F1-like
Tarsi,XM_038051220.1,cuticle protein 16.5-like,Sex-dimorphic only,2.3667777,6.6158312815657e-09,Female-biased,-0.038558818,1,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,cuticle protein 16.5-like
Tarsi,XM_038049923.1,acanthoscurrin-1-like,Sex-and-mating-regulated: direction reversed by mating,2.263957748,0.00041543,Female-biased,-3.086203136,0.000834124,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,acanthoscurrin-1-like
Tarsi,XM_038062202.1,uncharacterized LOC119655969,Sex-dimorphic only,-2.146431351,0.000418506,Male-biased,1.00722884,0.117520759,Unknown,Unknown,NA,TRUE,NP_001286616.1| uncharacterized protein Dmel_CG16926,"NP_001286616.1| uncharacterized protein Dmel_CG16926, isoform B",4.58e-20,53.2,22.2,85.5,uncharacterized LOC119655969
Tarsi,XM_038051256.1,cuticle protein 16.5-like,Sex-dimorphic only,2.05829975,1.08324613037317e-09,Female-biased,-0.646101822,0.355992501,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,cuticle protein 16.5-like
Tarsi,XM_038061714.1,uncharacterized LOC119655700,Sex-and-mating-regulated: direction reversed by mating,2.054028231,4.52127114853052e-06,Female-biased,-1.346672196,0.000708254,Unknown,Unknown,NA,TRUE,NP_001286686.1| poor Imd response upon knock-in,"NP_001286686.1| poor Imd response upon knock-in, isoform B",3.39e-28,49.6,22.3,112.1,uncharacterized LOC119655700
Tarsi,XM_038051153.1,cuticle protein 16.5-like,Sex-dimorphic only,1.875586988,3.02400087977959e-06,Female-biased,0.141626211,1,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,cuticle protein 16.5-like
Tarsi,XM_038064084.1,uncharacterized LOC119657256,Sex-dimorphic only,-1.847292907,1.80514324503989e-06,Male-biased,-0.186839192,0.710229831,Unknown,Unknown,NA,TRUE,NP_001096890.1| uncharacterized protein Dmel_CG14445,"NP_001096890.1| uncharacterized protein Dmel_CG14445, isoform B",3.70e-136,64.4,72.9,392.9,uncharacterized LOC119657256
Tarsi,XM_038048398.1,female-specific protein transformer,Sex-dimorphic only,1.771231343,1.59730659489621e-10,Female-biased,0.241337707,0.114468786,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,female-specific protein transformer
Tarsi,XM_038051236.1,cuticle protein 63-like,Sex-dimorphic only,1.715077241,7.78436348621724e-05,Female-biased,-0.381626988,0.748049462,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,cuticle protein 63-like
Tarsi,XM_038046980.1,uncharacterized LOC119646520,Sex-dimorphic only,1.689953609,0.000219322,Female-biased,-1.581374866,0.037008815,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119646520
Tarsi,XM_038048397.1,female-specific protein transformer,Sex-dimorphic only,1.676987434,4.2283763192077e-14,Female-biased,0.072879251,0.698594731,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,female-specific protein transformer
Tarsi,XM_038050860.1,uncharacterized LOC119648944,Sex-dimorphic only,1.607090668,9.79232266820867e-09,Female-biased,-0.823736402,0.313350151,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119648944
Tarsi,XM_038070181.1,adult cuticle protein 1-like,Sex-dimorphic only,-1.56559402,3.64974056256568e-14,Male-biased,2.22183524,0.0011332,Unknown,Unknown,NA,TRUE,AAM29629.1| RH70420p,AAM29629.1| RH70420p,1.94e-15,44.1,55.4,71.2,adult cuticle protein 1-like
Tarsi,XM_038056693.1,uncharacterized LOC119652504,Sex-and-mating-regulated: direction reversed by mating,1.473315238,3.07300634826684e-11,Female-biased,-2.740643077,4.81514675134233e-16,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119652504
Tarsi,XM_038051137.1,heat shock protein 27-like,Sex-and-mating-regulated: direction reversed by mating,1.451264933,3.78559359708833e-07,Female-biased,-1.590500042,1.07265820525206e-08,Unknown,Unknown,NA,TRUE,NP_001246694.1| heat shock protein 23,"NP_001246694.1| heat shock protein 23, isoform B",4.66e-50,50.3,64.2,164.5,heat shock protein 27-like
Tarsi,XM_038069754.1,uncharacterized LOC119660859,Sex-dimorphic only,1.444395068,1.21768204180875e-05,Female-biased,-1.060385606,0.187899989,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119660859
Tarsi,XM_038060624.1,"actin-5, muscle-specific",Sex-dimorphic only,-1.436724028,3.04315024794774e-08,Male-biased,0.592724931,0.228674941,Unknown,Unknown,NA,TRUE,NP_001262200.1| actin 79B,"NP_001262200.1| actin 79B, isoform B",0.00e+00,98.1,76.6,775,"actin-5, muscle-specific"
Tarsi,XM_038068340.1,circadian clock-controlled protein daywake,Sex-and-mating-regulated: direction reversed by mating,-1.422664644,7.89368453255654e-15,Male-biased,1.881265403,2.56109624945588e-15,Unknown,Unknown,NA,TRUE,NP_651265.1| juvenile hormone binding protein 12,NP_651265.1| juvenile hormone binding protein 12,6.52e-29,26.2,77.2,112.1,circadian clock-controlled protein daywake
Tarsi,XM_038050989.1,uncharacterized LOC119649032,Sex-dimorphic only,1.402092077,5.53482843320902e-10,Female-biased,-0.401969287,0.64425691,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649032
Tarsi,XM_038070994.1,uncharacterized LOC119661591,Sex-dimorphic only,1.396645292,0.000743924,Female-biased,-0.499650427,0.456763095,Unknown,Unknown,NA,TRUE,NP_609141.1| uncharacterized protein Dmel_CG7214,NP_609141.1| uncharacterized protein Dmel_CG7214,2.43e-06,51.9,30.9,45.8,uncharacterized LOC119661591
Tarsi,XM_038060625.1,extensin-like,Sex-and-mating-regulated: direction reversed by mating,1.344314002,2.99402791010987e-09,Female-biased,-1.89319235,9.91713069496268e-18,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,extensin-like
Tarsi,XM_038064102.1,uncharacterized LOC119657269,Sex-dimorphic only,1.314783047,3.44235962540133e-05,Female-biased,-1.380759907,0.007936042,Unknown,Unknown,NA,TRUE,NP_001285405.1| uncharacterized protein Dmel_CG15043,"NP_001285405.1| uncharacterized protein Dmel_CG15043, isoform B",7.24e-29,45.5,56.6,107.1,uncharacterized LOC119657269
Tarsi,XM_038050577.1,ctenidin-3-like,Sex-dimorphic only,1.269885001,0.000379244,Female-biased,-0.811352346,0.048483706,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,ctenidin-3-like
Tarsi,XM_038070240.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",2.81e-125,68.5,20.9,390.6,zwei Ig domain protein zig-8
Tarsi,XM_038070242.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",2.77e-125,68.5,20.9,390.6,zwei Ig domain protein zig-8
Tarsi,XM_038070243.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",1.65e-125,68.8,20.8,391,zwei Ig domain protein zig-8
Tarsi,XM_038070244.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",6.47e-126,69.2,20.7,392.1,zwei Ig domain protein zig-8
Tarsi,XM_038070245.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",2.17e-127,69.5,20.7,396,zwei Ig domain protein zig-8
Tarsi,XM_038070246.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",2.26e-124,68.8,20.2,387.9,zwei Ig domain protein zig-8
Tarsi,XM_038070247.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",1.41e-123,68.4,20.1,386,zwei Ig domain protein zig-8
Tarsi,XM_038070248.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",4.75e-124,70.9,19.1,387.1,zwei Ig domain protein zig-8
Tarsi,XM_038070249.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",3.88e-124,68.8,19.9,387.1,zwei Ig domain protein zig-8
Tarsi,XM_038070250.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",2.81e-123,68.8,19.7,384.8,zwei Ig domain protein zig-8
Tarsi,XM_038070251.1,zwei Ig domain protein zig-8,Sex-dimorphic only,1.261041663,1.21768204180875e-05,Female-biased,-1.206657116,0.043568046,Unknown,Unknown,NA,TRUE,NP_001096850.2| defective proboscis extension response 7,"NP_001096850.2| defective proboscis extension response 7, isoform F",1.62e-122,68.4,19.6,382.9,zwei Ig domain protein zig-8
Tarsi,XM_038058356.1,"actin, indirect flight muscle",Sex-dimorphic only,-1.256142771,8.07650513275036e-06,Male-biased,-0.352088261,0.484196165,Unknown,Unknown,NA,TRUE,NP_524367.1| actin 88F,NP_524367.1| actin 88F,0.00e+00,99.5,57.6,783.9,"actin, indirect flight muscle"
Tarsi,XM_038058678.1,alpha-tocopherol transfer protein-like,Sex-and-mating-regulated: direction reversed by mating,-1.209092041,5.01923599773576e-15,Male-biased,1.319942922,1.03129431914798e-07,Unknown,Unknown,NA,TRUE,NP_572313.1| uncharacterized protein Dmel_CG3823,NP_572313.1| uncharacterized protein Dmel_CG3823,3.33e-108,51.4,47.1,327.4,alpha-tocopherol transfer protein-like
Tarsi,XM_038054803.1,"succinate dehydrogenase assembly factor 4, mitochondrial-like",Sex-dimorphic only,-1.160718839,0.000253655,Male-biased,1.346121838,0.049985203,Unknown,Unknown,NA,TRUE,NP_001285734.1| Starvation-upregulated protein,"NP_001285734.1| Starvation-upregulated protein, isoform C",5.15e-38,76.3,33,129.4,"succinate dehydrogenase assembly factor 4, mitochondrial-like"
Tarsi,XM_038069702.1,protein yellow,Sex-dimorphic only,-1.160231543,1.23135149874379e-08,Male-biased,0.046407022,0.874115062,Unknown,Unknown,NA,TRUE,NP_651912.3| yellow-h,NP_651912.3| yellow-h,1.76e-175,55.8,78.7,503.8,protein yellow
Tarsi,XM_038060301.1,uncharacterized LOC119654760,Sex-dimorphic only,1.149567714,5.09004946981646e-15,Female-biased,-1.578679758,0.064168602,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119654760
Tarsi,XM_038071069.1,transcription factor SPT20 homolog,Sex-dimorphic only,1.132612442,9.74762555344253e-05,Female-biased,-1.40659359,0.027747808,Unknown,Unknown,NA,TRUE,NP_651043.2| uncharacterized protein Dmel_CG13847,"NP_651043.2| uncharacterized protein Dmel_CG13847, isoform B",3.18e-10,64.4,3.6,65.5,transcription factor SPT20 homolog
Tarsi,XM_038071071.1,transcription factor SPT20 homolog,Sex-dimorphic only,1.132612442,9.74762555344253e-05,Female-biased,-1.40659359,0.027747808,Unknown,Unknown,NA,TRUE,NP_651043.2| uncharacterized protein Dmel_CG13847,"NP_651043.2| uncharacterized protein Dmel_CG13847, isoform B",2.97e-10,64.4,3.7,65.9,transcription factor SPT20 homolog
Tarsi,XM_038071072.1,transcription factor SPT20 homolog,Sex-dimorphic only,1.132612442,9.74762555344253e-05,Female-biased,-1.40659359,0.027747808,Unknown,Unknown,NA,TRUE,NP_651043.2| uncharacterized protein Dmel_CG13847,"NP_651043.2| uncharacterized protein Dmel_CG13847, isoform B",2.47e-10,64.4,4.3,65.9,transcription factor SPT20 homolog
Tarsi,XM_038071070.1,transcription factor SPT20 homolog,Sex-dimorphic only,1.132256337,9.90061482741935e-05,Female-biased,-1.406246696,0.027800122,Unknown,Unknown,NA,TRUE,NP_651043.2| uncharacterized protein Dmel_CG13847,"NP_651043.2| uncharacterized protein Dmel_CG13847, isoform B",3.12e-10,64.4,3.7,65.5,transcription factor SPT20 homolog
Tarsi,XM_038054468.1,mucin-7-like,Sex-dimorphic only,1.126400168,7.78881040208342e-05,Female-biased,-0.951359241,0.005861895,Unknown,Unknown,NA,TRUE,NP_649359.1| uncharacterized protein Dmel_CG14572,NP_649359.1| uncharacterized protein Dmel_CG14572,2.49e-08,36.1,31.5,55.5,mucin-7-like
Tarsi,XM_038051947.1,flightin,Sex-dimorphic only,-1.102294248,4.22168708454356e-05,Male-biased,0.647823027,0.127195473,Unknown,Unknown,NA,TRUE,NP_001262084.1| flightin,"NP_001262084.1| flightin, isoform B",6.04e-58,54.4,69,182.6,flightin
Tarsi,XM_038051946.1,flightin,Sex-dimorphic only,-1.096029903,8.01610593266982e-05,Male-biased,0.653155755,0.126694614,Unknown,Unknown,NA,TRUE,NP_001262084.1| flightin,"NP_001262084.1| flightin, isoform B",1.52e-42,54.8,57.8,142.1,flightin
Tarsi,XM_038051944.1,flightin,Sex-dimorphic only,-1.095799813,8.0736866760664e-05,Male-biased,0.652942001,0.12712895,Unknown,Unknown,NA,TRUE,NP_001262084.1| flightin,"NP_001262084.1| flightin, isoform B",5.62e-42,54.8,48.2,142.1,flightin
Tarsi,XM_038051945.1,flightin,Sex-dimorphic only,-1.095799813,8.0736866760664e-05,Male-biased,0.65288657,0.127148745,Unknown,Unknown,NA,TRUE,NP_001262084.1| flightin,"NP_001262084.1| flightin, isoform B",4.00e-42,54.8,50.4,142.1,flightin
Tarsi,XM_038050611.1,retinin-like,Sex-dimorphic only,1.087606566,9.30583453857767e-07,Female-biased,-1.753785674,0.00510219,Unknown,Unknown,NA,TRUE,NP_648870.1| uncharacterized protein Dmel_CG13042,NP_648870.1| uncharacterized protein Dmel_CG13042,6.42e-26,52.6,55.8,97.4,retinin-like
Tarsi,XM_038047456.1,farnesol dehydrogenase-like,Mating-regulated only,0.071752686,0.87736248,NA,1.25828665,6.58709946935648e-05,Unknown,Unknown,NA,TRUE,NP_572746.1| uncharacterized protein Dmel_CG9360,NP_572746.1| uncharacterized protein Dmel_CG9360,1.36e-92,54.2,62.7,279.6,farnesol dehydrogenase-like
Tarsi,XM_038050267.1,keratin-associated protein 6-2-like,Mating-regulated only,0.683968441,0.002120475,NA,-1.019591469,1.15145746384865e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,keratin-associated protein 6-2-like
Tarsi,XM_038051204.1,cuticle protein 19.8-like,Mating-regulated only,1.340710884,0.002316046,NA,-2.69302215,2.82715447330073e-06,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,cuticle protein 19.8-like
Tarsi,XM_038051273.1,uncharacterized LOC119649215,Mating-regulated only,0.681734581,0.05377161,NA,-1.176739565,0.000492564,Unknown,Unknown,NA,TRUE,NP_648870.1| uncharacterized protein Dmel_CG13042,NP_648870.1| uncharacterized protein Dmel_CG13042,2.41e-22,54.7,52.2,87,uncharacterized LOC119649215
Tarsi,XM_038051282.1,uncharacterized LOC119649223,Mating-regulated only,2.36153969,0.030606483,NA,-3.883750432,4.11719914736353e-21,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649223
Tarsi,XM_038051373.1,uncharacterized LOC119649282,Mating-regulated only,0.32631578,0.431878373,NA,-1.055357626,4.92950756223389e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649282
Tarsi,XM_038051594.1,clavesin-1,Mating-regulated only,-0.615578726,0.001639243,NA,1.029540776,1.65562674211955e-08,Unknown,Unknown,NA,TRUE,NP_648579.3| uncharacterized protein Dmel_CG10657,NP_648579.3| uncharacterized protein Dmel_CG10657,0.00e+00,78.1,73.9,556.6,clavesin-1
Tarsi,XM_038052566.1,heat shock protein 27-like,Mating-regulated only,1.76067761,0.003290765,NA,-2.814417393,6.52566078873083e-09,Unknown,Unknown,NA,TRUE,NP_001287001.1| heat shock protein 27,"NP_001287001.1| heat shock protein 27, isoform B",7.86e-42,45.5,68.7,143.7,heat shock protein 27-like
Tarsi,XM_038055408.1,uncharacterized LOC119651697,Mating-regulated only,0.808123366,0.350434246,NA,-2.129606939,0.000612136,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119651697
Tarsi,XM_038055911.1,uncharacterized protein DDB_G0284459-like,Mating-regulated only,1.534227854,0.103671394,NA,-4.734462904,5.48518800686192e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized protein DDB_G0284459-like
Tarsi,XM_038056689.1,A-kinase anchor protein 14-like,Mating-regulated only,2.334676252,0.002989916,NA,-3.499003507,4.9339452569404e-14,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,A-kinase anchor protein 14-like
Tarsi,XM_038056835.1,protein CREG1-like,Mating-regulated only,0.612868354,0.07585986,NA,-1.611973821,9.2432391473718e-13,Unknown,Unknown,NA,TRUE,NP_001247152.1| cellular repressor of E1A-stimulated genes,"NP_001247152.1| cellular repressor of E1A-stimulated genes, isoform D",1.32e-52,48,52.7,173.3,protein CREG1-like
Tarsi,XM_038056869.1,"medium-chain acyl-CoA ligase ACSF2, mitochondrial",Mating-regulated only,-0.069629124,0.860405568,NA,1.168478051,1.51246817367977e-06,Unknown,Unknown,NA,TRUE,NP_608924.1| Acyl-CoA synthetase family member 2,NP_608924.1| Acyl-CoA synthetase family member 2,0.00e+00,56.4,64.4,706.8,"medium-chain acyl-CoA ligase ACSF2, mitochondrial"
Tarsi,XM_038056933.1,integumentary mucin A.1-like,Mating-regulated only,0.934808123,0.000594122,NA,-1.314532548,0.000439111,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,integumentary mucin A.1-like
Tarsi,XM_038058833.1,uncharacterized LOC119653809,Mating-regulated only,2.856124272,0.274101722,NA,-3.024403111,0.000369428,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119653809
Tarsi,XM_038059491.1,orcokinin peptides type A-like,Mating-regulated only,0.592243504,0.209722614,NA,-2.524428155,0.00053788,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,orcokinin peptides type A-like
Tarsi,XM_038059686.1,uncharacterized LOC119654346,Mating-regulated only,1.48584688,0.146561322,NA,-2.099646068,2.33120709262177e-06,Unknown,Unknown,NA,TRUE,NP_001285405.1| uncharacterized protein Dmel_CG15043,"NP_001285405.1| uncharacterized protein Dmel_CG15043, isoform B",6.67e-22,39.3,43,90.9,uncharacterized LOC119654346
Tarsi,XM_038060177.1,GATA zinc finger domain-containing protein 14,Mating-regulated only,0.798935117,0.002716429,NA,-1.081649617,2.72893760403208e-05,Unknown,Unknown,NA,TRUE,NP_610701.2| thisbe,"NP_610701.2| thisbe, isoform A",1.07e-13,33.8,10.5,77,GATA zinc finger domain-containing protein 14
Tarsi,XM_038060323.1,uncharacterized protein DDB_G0280205,Mating-regulated only,0.308880708,0.293513443,NA,1.154798692,3.28006577188279e-06,Unknown,Unknown,NA,TRUE,NP_723058.2| quick-to-court,"NP_723058.2| quick-to-court, isoform J",0.00e+00,71.7,41.4,703.4,uncharacterized protein DDB_G0280205
Tarsi,XM_038060331.1,uncharacterized protein DDB_G0280205,Mating-regulated only,0.323003192,0.287905629,NA,1.186623592,3.2715576645461e-06,Unknown,Unknown,NA,TRUE,NP_723058.2| quick-to-court,"NP_723058.2| quick-to-court, isoform J",0.00e+00,71.7,51.6,703.4,uncharacterized protein DDB_G0280205
Tarsi,XM_038060339.1,uncharacterized protein DDB_G0280205,Mating-regulated only,0.306810068,0.29704608,NA,1.155953425,3.31787820710002e-06,Unknown,Unknown,NA,TRUE,NP_723058.2| quick-to-court,"NP_723058.2| quick-to-court, isoform J",0.00e+00,71.7,50.3,703.4,uncharacterized protein DDB_G0280205
Tarsi,XM_038060356.1,uncharacterized protein DDB_G0280205,Mating-regulated only,0.513731579,0.108951816,NA,1.067700452,3.07123598829124e-06,Unknown,Unknown,NA,TRUE,NP_723058.2| quick-to-court,"NP_723058.2| quick-to-court, isoform J",0.00e+00,71.7,57.9,701.8,uncharacterized protein DDB_G0280205
